"731-77-LR23","SERVICIO EDUCACIONAL PARA EL CENTRO METROPOLITANO NORTE TIL TIL","Las presentes bases contienen las disposiciones técnicas y reglamentarias, y fijan las condiciones que todo oferente debe respetar para la contratación, ejecución y recepción de los “SERVICIO EDUCACIONAL PARA EL CENTRO DE INTERVENCIÓN PROVISORIA Y REGIMEN CERRADO - PARA LOS JÓVENES DEL CENTRO METROPOLITANO NORTE TIL TIL, DEL SERVICIO NACIONAL DE MENORES”.","$600.000.000","08/11/2023","11/12/2023"
"858-109-LP23","ATOD CEVS Longaví","CONTRATACIÓN DE LA CONSULTORÍA ASESORÍA DE INSPECCIÓN TÉCNICA DE OBRAS DEPORTIVAS PARA EL PROYECTO CONSTRUCCIÓN POLIDEPORTIVO CENTRO ELIGE VIVIR SANO COMUNA DE LONGAVÍ","$105.000.000","07/11/2023","27/11/2023"
"621-885-LR23","FUROSEMIDA 40 MG CM 1000019002","BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD","$1.969.758.356","07/11/2023","07/12/2023"
"1057501-396-LQ23","CONVENIO DE PROCESADORES Y ACCESORIOS PARA IMPLANTES COCLEARES","PARA DAR CONTINUIDAD A LA ATENCION DE PACIENTES","Igual o superior a 2.000 UTM e inferior a 5.000 UTM","07/11/2023","27/11/2023"
"5284-21-LQ23","ADQUISICION DE 2 CAMIONES CHASIS 4X4","Que, la Dirección de Vialidad requiere de 2 Camiones Chasis 4x4 para faenas de conservación de caminos.","$240.000.000","08/11/2023","28/11/2023"
"2337-47-LQ23","CONSTRUCCÍON SEDE JARDIN DEL ESTE LINARES","La necesidad de efectuar el proyecto denominado: “CONSTRUCCÍON SEDE JARDIN DEL ESTE, LINARES"".-","Igual o superior a 2.000 UTM e inferior a 5.000 UTM","08/11/2023","27/11/2023"
"4301-143-LQ23","servicio de tratamiento salino vía suministro","La Ilustre Municipalidad de Zapallar, en adelante e indistintamente la “MUNICIPALIDAD” o el “MUNICIPIO”, llama a licitación pública “vía de suministro, servicio de tratamiento salino, comuna de Zapallar”, la cual se regulará por las Bases Administrativas Generales aprobadas por Decreto de Alcaldía 1562 y las presentes Bases Administrativas Especiales.","$140.000.000","13/11/2023","04/12/2023"
"4733-52-LE23","VEHÍCULO PARA PATRULLAJE PREVENTIVO","La Ilustre Municipalidad de Guaitecas a través de la Sección de Seguridad Ciudadana dependiente de la Dirección de Administración Municipal, requiere la adquisición de 1 una camioneta 4X4, de preferencia Diesel, cero km, nuevo sin uso, transmisión mecánica, año 2023-2024, para la ejecución del Proyecto de Patrullaje Preventivo Comunitario. El Vehículo debe ser entregado en la Municipalidad de Guaitecas, ubicada en calle Aeropuerto Sin Número de la ciudad de Melinka, comuna de Guaitecas, Región de Aysén.","Entre 100 y 1000 UTM","13/11/2023","23/11/2023"
"4469-127-LP23","LP ADQUISICION EDUIPOS TECNOLOGICOS UPLA","SC 32025; 32049; 32130; 32150; 32516; 32683; 32744; 32745 SA  LICITACIÓN PÚBLICA PARA LA ADQUISICIÓN DE EQUIPAMIENTO TECNOLÓGICO DE LA UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACIÓN.","$81.167.371","13/11/2023","28/11/2023"
"1057547-474-LR23","ADQ DE REACT E INSUMOS CON COMODATO DE  INYECTORA","ADQUISICION DE REACTIVOS E INSUMOS CON COMODATO DE INYECTORA PARA HOSPITAL BASE VALDIVIA","$1.990.689.120","20/10/2023","23/11/2023"
"738-13-LE23","SERVICIOS DE ASESORÍA TÉCNICA RUBRO HORTALIZAS COPIAPÓ DE LA AGENCIA DE ÁREA COPIAPÓ REGIÓN DE ATACAMA","El objetivo de la presente licitación es contratar los servicios de una empresa Jurídica o Persona Natural, para que preste los servicios de Entidad Ejecutora del Programa Servicio de Asesoría Técnica (SAT) a 30 usuarios de INDAP de las comunas de Tierra Amarilla y Copiapó.","Entre 100 y 1000 UTM","14/11/2023","27/11/2023"
"1057536-124-LE23","ADQUISICIÓN DE AUDIFONOS PARA PROGRAMA DE RESOLUTI","ADQUISICIÓN DE AUDIFONOS PARA PROGRAMA DE RESOLUTIVIDAD EN APS PARA UAPORL","Entre 100 y 1000 UTM","14/11/2023","27/11/2023"
"956-294-LQ23","Adquisición de Equipos de Medicina Física y Rehabilitación para el nuevo Hospital Claudio Vicuña de San Antonio","La necesidad de realizar un proceso de licitación para la Adquisición de Equipos de Medicina Física y Rehabilitación para el nuevo Hospital Claudio Vicuña de San Antonio, requeridos por la Subdirección de Desarrollo Institucional de la Dirección del Servicio de Salud Valparaíso – San Antonio.","$212.697.000","30/10/2023","27/11/2023"
"621-905-LR23","SONDA ASP CCONT SUCCION CIRCERRAD 14FR 1000019082","BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD","$876.631.350","10/11/2023","11/12/2023"
"620304-12-LE23","SERVICIO DE MANEJO Y TRANSPORTE  DE CARGA EN PUERTOS Y AEROPUERTOS NACIONALES E INTERNACIONALES","SERVICIO DE MANEJO Y TRANSPORTE  DE CARGA EN PUERTOS Y AEROPUERTOS NACIONALES E INTERNACIONALES","Entre 100 y 1000 UTM","10/11/2023","30/11/2023"
"621-906-LR23","ZIPRASIDONA 40 MG CP 1000018788","BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD","$1.244.257.015","10/11/2023","11/12/2023"
"621-892-LR23","CLOXACILINA 500 MG POLVLIOF SOL INY.FAM  1000018854","BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD","$1.490.295.444","08/11/2023","11/12/2023"
"621-859-LR23","PURITA +PRO2 MOD. 1- V. ZONAS  BOL 1 KG.1000019102","Bases Administrativas tipo para la adquisición de productos requeridos en el Programa Nacional de Alimentación Complementaria y el Programa de Alimentación Complementaria del Adulto Mayor, en adelante las “BASES”.","$20.195.440.020","26/10/2023","08/02/2024"
"324-202-LR23","ADQUISICION VEHICULOS EQUIPOS Y EQUIPAMIENTO PARA DIRECCION DE GESTION DE RIESGO CERRILLOS","“ADQUISICION VEHICULOS EQUIPOS Y EQUIPAMIENTO PARA DIRECCION DE GESTION DE RIESGO, CERRILLOS CODIGO BIP Nº 40038742-0"" El proyecto tiene por objetivo la Adquisición de Vehículos, Equipos y Equipamiento nuevos y sin uso, para la Dirección de Gestión de Riesgo en conformidad a lo señalado en las especificaciones técnicas de la presente propuesta.","$431.990.000","26/10/2023","01/12/2023"
"621-861-LR23","TRIPTORELINA 225 MG POLV LIOF FAM 1000019012","BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD","$7.332.846.135","26/10/2023","27/11/2023"
"621-913-LR23","JERINGA 10 ML CAG. 21G X15 LUER LOCK 1000018673","BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD","$1.847.579.514","10/11/2023","11/12/2023"
"621-912-LP23","DACTINOMICINA 050 MG POLVO O LIOF. FAM 1000018949","BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD","$106.811.251","10/11/2023","30/11/2023"
"3178-24-LP23","PRESTACIONES MEDICAS DE ONCOLOGÍA","2.-	Que, existe la necesidad de contar con un convenio que otorgue el “Servicio de Prestaciones Médicas de la Especialidad de Oncología para el Hospital Naval “Almirante Adriazola” de Talcahuano” de forma continua, segura y confiable, dado que en la actualidad éste no cuenta en su dotación con profesionales médicos con esta especialidad.","Igual o superior a 1.000 UTM e inferior a 2.000 UTM","10/11/2023","29/11/2023"
"1735-56-LR23","Reposición 4ta. Compañía de Bomberos Laraquete Co","Reposición de la Cuarta Compañía de Bomberos de Laraquete, según tipología 2 de Bomberos de Chile, utilizando 687,304 m2 útiles, considerando un primer nivel de hormigón, zapata corrida y modulado en 6x6 y el segundo nivel acero revestido con fibrocemento.","Igual o superior a 5.000 UTM","10/11/2023","11/12/2023"
"188-121-LP23","EJECUCION PROYECTO PMI  CENTROS DE SALUD","EJECUCION DEL PROYECTO PMI  CENTROS DE SALUD - PINTURAS Y REPARACIONES BAÑOS CORPORACION MUNICIPAL DE LA FLORIDA","Igual o superior a 1.000 UTM e inferior a 2.000 UTM","10/11/2023","29/11/2023"
"425-111-LQ23","Servicio de Patrocinio Administración y Coordinación del Proyecto de Arquitectura y de Especialidades de la Etapa de Construcción para el Proyecto de Reposición del Juzgado de Letras de Vicuña","PC(1421-26-PC22) Servicio de Patrocinio, Administración y Coordinación del Proyecto de Arquitectura y de Especialidades de la Etapa de Construcción para el Proyecto de Reposición del Juzgado de Letras de Vicuña","Igual o superior a 2.000 UTM e inferior a 5.000 UTM","13/11/2023","13/12/2023"
"2686-166-LR23","“EXTENSIÓN DIRECCIONES DE EDIFICIO CONSISTORIAL","“EXTENSIÓN DIRECCIONES DE EDIFICIO CONSISTORIAL MUNICIPALIDAD DE COLINA”
"1171142-148-LP23","Mantenimiento Grupos Electrógenos y TTA CAPLC","La Licitación 157-23 SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA GRUPOS ELECTRÓGENOS Y TABLERO DE TRANSFERENCIA AUTOMÁTICA DEL COMPLEJO ASISTENCIAL PADRE LAS CASAS; por un periodo de 12 meses, pudiendo prorrogarse hasta por 12 meses más.","Igual o superior a 1.000 UTM e inferior a 2.000 UTM","10/11/2023","04/12/2023"
"1288-35-LR23","PROYECTO CONSERVACION DEL SISTEMA ELECTRICO HOSPITAL DE PEÑAFLOR","PROYECTO CONSERVACION DEL SISTEMA ELECTRICO HOSPITAL DE PEÑAFLOR","Igual o superior a 5.000 UTM","27/10/2023","28/11/2023"
"687236-21-O123","“Reposición y Mejoramiento Patios de Estiba Plazas","“Reposición y Mejoramiento Patios de Estiba Plazas Fijas de Pesaje, Plaza de Pesaje Chungará y otros, Provincia de Parinacota, Región de Arica y Parinacota Segundo Llamado”","No público","10/11/2023","05/12/2023"
"2182-15-LR23","SERVICIO DE ASEO EDIFICIOS","SERVICIO DE ASEO E INSUMOS EN UNIDADES JUDICIALES
"5586-557-LP23","ECÓGRAFO M9 CON TRANSDUCTOR TRANSESOFAGICO","ADQUISICIÓN DE ECÓGRAFO M9 CON TRANSDUCTOR TRANSESOFAGICO, DE ACUERDO A EETT DETALLADOS EN BASES DE LICITACIÓN","Igual o superior a 1.000 UTM e inferior a 2.000 UTM","10/11/2023","30/11/2023"
"558836-29-LP23","CONSTRUCCIÓN MULTICANCHA SARA DE LEBU LOS ÁLAMOS 3ER LLAMADO","Se proyecta la construcción de una cancha de hormigón pulido equipada para la práctica de varios deportes tales como babyfútbol, básquetbol, vóleibol y tenis. Además, se proyecta el cierro de esta por el perímetro con un acceso más 4 postes de iluminación.","Igual o superior a 1.000 UTM e inferior a 2.000 UTM","10/11/2023","27/11/2023"
"621-907-LR23","MONTELUKAST 4 MG CM MASTIC 1000018572","BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD","$384.899.306","10/11/2023","11/12/2023"
"3668-44-CO23","SERVICIO DE TELEFONÍA CELULAR E INTERNET MÓVIL ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO","La Ilustre Municipalidad de Calera de Tango, requiere contratar el Servicio de Telefonía Celular e Internet Móvil por 36 meses, necesarios para el desarrollo de sus funciones básicas y de gestión. Lo anterior, de acuerdo a los requerimientos de Administración Municipal, establecidos en las Bases Técnicas o Términos de Referencia Técnica que forman parte de este proceso licitatorio.","Igual o superior a 100 UTM e inferior a 1000 UTM","08/11/2023","29/11/2023"
"5240-179-LR23","ADQUISICIÓN DE TENIDA ALTA MONTAÑA 3 CAPAS UNISEX NUEVO MODELO PARA CARABINEROS DE CHILE","MATERIALIZAR: LA ADQUISICIÓN DE TENIDA ALTA MONTAÑA (3 CAPAS) UNISEX NUEVO MODELO PARA CARABINEROS DE CHILE","Igual o superior a 5.000 UTM","10/11/2023","11/12/2023"
"1164956-98-O123","Construcción Eje Juanita - La Platina","El objeto de la contratación es la ejecución de obras cuya finalidad es la construcción un eje de vialidad estructurante y obras de espacios públicos, en el sector denominado La Platina en la comuna de La Pintana.","No público","10/11/2023","12/12/2023"
"3241-51-LE23","ADQUISICIÓN DE ARTEFACTOS DE CALEFACCIÓN PARA VIVIENDAS FISCALES","ADQUISICIÓN DE ARTEFACTOS DE CALEFACCIÓN PARA VIVIENDAS FISCALES","$40.000.000","14/11/2023","24/11/2023"
"1950-105-LQ23","LIC 133-23 SUM DE INSUMOS VARIOS III PARA UPC HP","LIC 133-23 SUMINISTRO DE INSUMOS VARIOS III PARA EL SERVICIO DE UPC HOSPITAL PITRUFQUEN","$300.000.000","14/11/2023","24/11/2023"
"2704-193-LE23","SC4998 estudio de capacidades instaladas existente","CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA ESTUDIO DE CAPACIDADES INSTALADAS EXISTENTES Y NECESARIAS EN LA UNIVERSIDAD DEL BÍO-BÍO PARA LA ACTUALIZACIÓN DE LA OFERTA ACADÉMICA PERTINENTE","$30.000.000","14/11/2023","24/11/2023"
